Container ID,Description,Origin
ZYXC9876543,IN 30 CARTONS OF TOYS AND PLAYTHING HS-CODE95033010. ,"Shenzhen, China"
TUVW1234567,LOADED ON 18 PLT(S) POLYESTER FABRIC HS-CODE52082020. ,"Shanghai, China"
RSTU9876543,IN 35 PALLETS OF AUTO PARTS AND EQUIPMENT CONTAINING MACHINERY. ,"Guangzhou, China"
PQRT1234567,ON 8 PLT(S) EPOXY RESIN HS-CODE29161010. ,"Shanghai, China"
VNWQ4321098,IN 25 CARTONS OF FOOD AND BEVERAGES CONTAINING LIQUIDS. ,"Shenzhen, China"
MNOP8765432,15432 KGS 85.621 CUBIC METER 940 CARTON ELECTRONICS HS CODES 851652. SHIPPER DECLARES.,"Seoul, South Korea"
PQRS9876545,IN 30 PALLETS OF FURNITURE CONTAINING NO DANGEROUS GOODS.,"Guangzhou, China"
VWXZ1234567,LOADED ON 15 PLT(S) POLYETHYLENE CARRIER ROD HS-CODE39174000.,"Rotterdam, Netherlands"
RTUV9876543,GRIMBERGEN KERST BEER EACH 24/33CL BOTTLES CB 4160410 / 278214358.,"Brussels, Belgium"
HGFCD1234567,ON 12 PALLETS CONTAINING HDPE PLASTIC WASTE NET WEIGHT 7654 KG CIF MEXICO.,"Hamburg, Germany"
JKLW4321098,10245 KGS 70.456 CUBIC METER 1500 CARTON FURNITURE HS CODES 392690. SHIPPER DECLARES.,"Shenzhen, China"
ZYXC5432109,IN 25 PALLETS OF TEXTILES CONTAINING DANGEROUS GOODS.,"Istanbul, Turkey"
MNOP9876543,LOADED ON 20 PLT(S) HDPE BOTTLES HS-CODE39241010.,"Shanghai, China"
PQRS8765432,GRIMBERGEN GOLDEN BEER EACH 24/33CL BOTTLES CB 4160410 / 278214359.,"Hamburg, Germany"
VWXZ1234567,ON 18 PALLETS CONTAINING ALUMINUM WASTE NET WEIGHT 5678 KG CIF VENEZUELA.,"Rotterdam, Netherlands"
MNOI9876543,15672 KGS 45.111 CUBIC METER 342 CARTON KNIVES & FORKS HS CODES 821220. SHIPPER DECLARES.,"Shanghai, China"
PQRS1234567,IN 30 PALLETS OF TOYS AND CHILDREN'S PRODUCTS CONTAINING ELECTRONIC COMPONENTS.,"Shenzhen, China"
VWXZ9876543,LOADED ON 25 PLT(S) RUBBER LATEX COATED FABRICS HS-CODE63099000.,"Shanghai, China"
CDEFG1234567,GRAND VENT RESERVE CARIGNANE ESTATE GROWN 750ML BOTTLES CB 4160410 / 278214357.,"Hamburg, Germany"
HIJKL4321098,ON 12 PALLETS CONTAINING PVC PIPE FITTINGS 40MM X 100MM 20 PCS PER PACK 320 KGS NET WEIGHT CIF TAMPICO.,"Shenzhen, China"
MNOPQ9876543,14567 KGS 62.111 CUBIC METER 901 CARTON BROOMS & BRUSHES HS CODES 39199090. SHIPPER DECLARES.,"Shanghai, China"
STUVW1234567,IN 50 PALLETS OF FURNITURE AND DECORATIONS CONTAINING SOFAS & LOVE SEATS.,"Hamburg, Germany"
KILMN4321098,LOADED ON 18 PLT(S) LEATHER BONDING SPRAY HS-CODE33049010.,"Shanghai, China"
ZYXWV9876543,GRAND PRIX PREMIUM CHARDONNAY 750ML BOTTLES CB 4160410 / 278214357.,"Hamburg, Germany"
RQTSOP4321098,ON 15 PALLETS CONTAINING PACKAGING MATERIALS & SUPPLIES NET WEIGHT 2756 KG CIF VENTURA.,"Shanghai, China"
UVWX9876543,15632 KGS 40.125 CUBIC METER 234 CARTON TEXTILE FABRIC & ACCESSORIES HS CODES 63059000 SHIPPER DECLARES.,"Guangzhou, China"
PQRST5432109,IN 30 PALLETS OF ELECTRONICS AND IT ACCESSORIES CONTAINING FRAGILE ITEMS.,"Shenzhen, China"
JKLZ6543210,LOADED ON 18 PLT(S) PVC FOAM SHEET HS-CODE39173000.,"Hamburg, Germany"
KJHGF8765432,GRIMBERGEN BLONDE 7% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Hamburg, Germany"
ZYXC6543211,ON 12 PALLETS CONTAINING GLASS CRAFT BEAUTY SUPPLIES HS-CODE70190950.,"Shanghai, China"
UVWX9876549,24561 KGS 91.512 CUBIC METER 567 CARTON PRINTING PAPER & ACCESSORIES HS CODES 48030000 SHIPPER DECLARES.,"Shenzhen, China"
PQRST5432101,IN 25 PALLETS OF FOOD AND BEVERAGE CONTAINING PERISHABLE ITEMS.,"Guangzhou, China"
JKLZ6543219,LOADED ON 15 PLT(S) POLYETHYLENE SHEETING HS-CODE39173010.,"Hamburg, Germany"
KJHGF8765433,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Hamburg, Germany"
ZYXC6543212,ON 10 PALLETS CONTAINING FURNITURE AND DECORATIVE ITEMS HS-CODE94030090.,"Shanghai, China"
PQRS9876549,14579 KGS 75.456 CUBIC METER 421 CARTON GUITARS & ACCESSORIES HS CODES 920120. SHIPPER DECLARES.,"Tokyo, Japan"
MNOP1112223,3000 BOTTLES OF FRESH COFFEE BEANS IN 20 PALLETS CONTAINING RECYCLED PAPER PRODUCTS.,Singapore
VBCD9876545,2000 PCS OF NEWLY MANUFACTURED CIRCUIT BOARDS CONTAINED IN 15 PALLETS AND PACKAGED WITH PRECAUTION.,"Seoul, South Korea"
HGRT5432109,1356 PCS FURNITURE PARTS (CHAIR LEG) AND ACCESSORIES PACKED ON 11 PALLET(S).,Hong Kong
IJHK6543210,12 PALLETS CONTAINING 18000 KGS OF TEXTILE GOODS IN BULK.,"Mumbai, India"
OPQS9876521,LOADED WITH 900 PCS OF NEWLY ASSEMBLED ELECTRONIC PARTS AND ACCESSORIES ON 8 PALLET(S).,"Beijing, China"
MNHV1111115,PACKED ON 15 PALLETS CONTAINING 12 KGS DRIED FRUITS AND NUTS.,"Bangkok, Thailand"
JHGF6543217,LOADED WITH DANGEROUS GOODS - RADIOACTIVE MATERIALS (UN 2753) ON 4 PALLET(S).,"Kuala Lumpur, Malaysia"
FGHJ9876528,ON 18 PALLETS CONTAINING 800 PCS FURNITURE PARTS AND ACCESSORIES (DRAWERS & HANDLES).,"Istanbul, Turkey"
ZYXC1112227,9 PALLET(S) PACKED WITH DRIED SEAWEED (UN 1210). NET WEIGHT 4323 KG CIF COLOMBIA.,"Taipei, Taiwan"
VBNM1234567,15000 KGS 70.25 CUBIC METER 500 CARTONS ROLLED STEEL SHEETS & BEAMS HS CODES 7208. SHIPPER DECLARES.,"Guangzhou, China"
PQRS9876543,IN 30 PALLETS OF FURNITURE AND HOME DECOR ITEMS CONTAINING FLAMMABLE MATERIALS.,"Milan, Italy"
EFGH1234567,LOADED ON 18 PLT(S) POLYETHYLENE FILMS HS-CODE3920.10.,"Rotterdam, Netherlands"
KILO4321098,ON 11 PALLETS CONTAINING CIRCUIT BREAKERS & PROTECTIVE DEVICES HS CODES 8536.10 / 8541.00 NET WEIGHT 4567 KG CIF SAVANNAH.,"Seoul, South Korea"
WXYZ6543210,IN 25 PALLETS OF ELECTRONIC EQUIPMENT & ACCESSORIES INCLUDING LAPTOPS & TABLETS HS CODES 8528.10 / 8471.30.,"Tokyo, Japan"
NFGH9876543,LOADED ON 25 PLT(S) FERTILIZERS AND PESTICIDES HS-CODE3808. ,Singapore
MNOI1234567,GRANDMA'S GINGERBREAD COOKIES PACKED IN 36 BOXES (CB 2804119) NET WEIGHT 2500 KG CIF NASSAU.,"Paris, France"
RSTU4321098,ON 22 PALLETS CONTAINING BUILDING MATERIALS INCLUDING BRICKS & BLOCKS HS CODES 6806.10 / 6807.00 NET WEIGHT 8965 KG CIF TAMPICO.,"Barcelona, Spain"
JKLZ6543210,IN 28 PALLETS OF TEXTILES & CLOTHING INCLUDING HATS & SCARVES HS CODES 6204.10 / 6217.90.,"Mumbai, India"
TYUI9876543,LOADED ON 19 PLT(S) VEHICLES PARTS AND ACCESSORIES CONTAINING TOXIC SUBSTANCES HS-CODE8708.20.,"Istanbul, Turkey"
PQRU9876543,17521 KGS 45.234 CUBIC METER 1344 CARTON AUTO PARTS HS CODES 870860. SHIPPER DECLARES.,"Guangzhou, China"
MNOP1234567,IN 30 PALLETS OF FOOD AND BEVERAGE CONTAINING FRUITS AND VEGETABLES.,"Tokyo, Japan"
VWXY9876541,LOADED ON 15 PLT(S) FABRIC PAINT HS-CODE32132010.,"Seoul, South Korea"
IJKL1234568,GRANOLA BARS IN 12 PALLETS EACH CONTAINING 50 BAGS CB 4170410 / 278214358.,"Madrid, Spain"
ZYXC4321099,ON 20 PALLETS CONTAINING FURNITURE PARTS AND ACCESSORIES FROM WOOD HS-CODE44019010 NET WEIGHT 8204 KG CIF LONDON.,"Sydney, Australia"
KJHGF9876542,CARGO COMPOSED OF PLASTIC WASTE MATERIALS IN BULK CONTAINERS CB 4170411 / 278214359.,"Istanbul, Turkey"
PQRU8765432,PARTS AND ACCESSORIES FOR TOYS IN 50 CARTONS CB 4170409 / 278214357 NET WEIGHT 3500 KG CIF SINGAPORE.,"Paris, France"
MNOP1234568,LOADED ON 20 PLT(S) ELECTRONIC COMPONENTS HS-CODE84739990.,"Rio de Janeiro, Brazil"
VWXY6543210,IN 10 PALLETS OF SPORTING GOODS AND ACCESSORIES EACH CONTAINING 150 BAGS CB 4170408 / 278214356 NET WEIGHT 2500 KG CIF LIMA.,"Cairo, Egypt"
IJKL9876544,CARGO COMPOSED OF 40 CARTONS OF FURNITURE PARTS AND ACCESSORIES CB 4170412 / 278214360 NET WEIGHT 5000 KG CIF BEIJING.,"Mumbai, India"
EFGT9876543,23456 KGS 50.121 CUBIC METER 543 PACKAGES FURNITURE & DECORATIVE ITEMS HS CODES 39231010. SHIPPER DECLARES.,"Shenzhen, China"
HIJK4567890,IN 30 PALLETS OF ELECTRONIC COMPONENTS AND RELATED ACCESSORIES. ,"Seoul, South Korea"
MNOZ1230987,LOADED ON 15 PLT(S) POLYETHYLENE FILM HS-CODE3917290.,Hong Kong
PQRS9876541,GRP BOXES PACKED WITH APPAREL & CLOTHING ITEMS HS CODES 61141010 / 62232010 EACH GRP BOX CONTAINS 200 PCS. ,"Shanghai, China"
VBNM1234567,ON 12 PALLETS CONTAINING BBL ALUTHENE 50-IV E 133/6 SIN IMPRESION NET WEIGHT 3761 KG CIF MEXICO.,Hong Kong
CDEW9876542,56789 KGS 30.001 CUBIC METER 456 PACKAGES HOME APPLIANCE PARTS HS CODES 90322010. SHIPPER DECLARES.,"Seoul, South Korea"
ZWXY7654321,IN 25 PALLETS OF SPORTING GOODS AND ACCESSORIES CONTAINING COMBUSTIBLE ITEMS. ,"Hamburg, Germany"
FGHJ4567898,LOADED ON 20 PLT(S) SYNTHETIC RUBBER HS-CODE40113010.,"Shanghai, China"
TUVW9876543,GRP BOXES PACKED WITH ELECTRONICS COMPONENTS & ACCESSORIES HS CODES 85423090 / 85389000 EACH GRP BOX CONTAINS 100 PCS. ,Hong Kong
KLMN1234567,ON 15 PALLETS CONTAINING BBL ALUTHENE 50-IV E 133/4 SIN IMPRESION NET WEIGHT 2419 KG CIF GUAYMAS.,"Seoul, South Korea"
VWXQ9876543,14321 KGS 54.321 CUBIC METER 1200 CARTON WIRE BASKETS & HOSE HS CODES 761690. SHIPPER DECLARES.,"Shanghai, China"
HGFV1234567,IN 50 PALLETS OF ELECTRONICS AND ELECTRICAL EQUIPMENT CONTAINING NON-DANGEROUS GOODS. ,"Seoul, South Korea"
MNOP9876541,LOADED ON 25 PLT(S) PAINTS FOR INDUSTRIAL USE HS-CODE 32089010.,"Tokyo, Japan"
QWERT1234567,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 12/33CL BOTTLES CB 4160410 / 278214357.,"Amsterdam, Netherlands"
EFGH4321098,ON 15 PALLETS CONTAINING FURNITURE AND PARTS HS CODE 94031900 NET WEIGHT 4213 KG CIF CHICAGO.,"Frankfurt, Germany"
ZYXC9876543,IN 40 PALLETS OF TEXTILES AND APPAREL CONTAINING CLOTHES. ,Hong Kong
ABCD1234567,LOADED ON 20 PLT(S) PACKAGING MATERIALS HS-CODE 39239090.,"Beijing, China"
JKLZ9876541,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Hamburg, Germany"
MNOH4321098,ON 20 PALLETS CONTAINING PRINTING AND OFFICE SUPPLIES HS CODE 84431900 NET WEIGHT 1086 KG CIF NEW YORK.,"Seoul, South Korea"
VWXQ1234567,IN 30 PALLETS OF FOODS AND DRINKS CONTAINING BAKERY PRODUCTS. ,"Shanghai, China"
QWERT1234567,8765 KGS 34.225 CUBIC METER 1000 CARTON LED TV SCREENS HS CODES 8528. SHIPPER DECLARES. ,"Shenzhen, China"
UIOPA9876543,IN 30 PALLETS OF TEXTILES AND TEXTILE GOODS CONTAINING SYNTHETIC FIBERS. ,"Mumbai, India"
MNOPC1234567,LOADED ON 18 PLT(S) PVC PIPE HSE CODE32131010. ,"Shanghai, China"
ASDFG9876543,12000 KGS 75.432 CUBIC METER 150 CARTON CAR PARTS HS CODES 8708. SHIPPER DECLARES. ,"Shenzhen, China"
JKLZX1234567,ON 12 PALLETS CONTAINING 2000 PIECES OF LUGGAGE SET. ,Hong Kong
CVBNH9876543,IN 25 PALLETS OF PHARMACEUTICALS AND MEDICINES CONTAINING VACINE. ,"Hamburg, Germany"
PQAZ1234567,LOADED ON 15 PLT(S) METAL ALUMINUM HSE CODE3212.10. ,"Shanghai, China"
IUYTR9876543,3000 KGS 15.675 CUBIC METER 500 CARTON ELECTRONIC COMPONENTS HS CODES 8544. SHIPPER DECLARES. ,"Shenzhen, China"
ZXCDF1234567,ON 10 PALLETS CONTAINING PARTS FOR FURNITURE. ,Hong Kong
NJMHK9876543,IN 20 PALLETS OF FOOD AND BEVERAGES CONTAINING JUICE. ,"Hamburg, Germany"
WERT1234567,23456 KGS 78.125 CUBIC METER 400 CARTON PRINTERS & ACCESSORIES HS CODES 847160. SHIPPER DECLARES.,"Guangzhou, China"
IOPX9876543,IN 30 PALLETS OF FURNITURE PARTS CONTAINING HEAVY METALS. ,"Milan, Italy"
KJHGF4321098,LOADED ON 15 PLT(S) POLYCARBONATE SHEETS S1 HS-CODE39173990.,"Paris, France"
ZYXC54321098,GRIMBERGEN AMBREE 5.0% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Berlin, Germany"
LKJHG7654321,ON 12 PALLETS CONTAINING PVC TUBES E 90/10 SIN IMPRESION NET WEIGHT 8765 KG CIF BOSTON.,"Barcelona, Spain"
WQERT2345678,10000 KGS 45.625 CUBIC METER 500 CARTON TEXTILE MACHINE PARTS HS CODES 844159. SHIPPER DECLARES.,"Beijing, China"
IOPX7654321,IN 25 PALLETS OF TOYS AND PLAYTIPS FOR CHILDREN.,"Rome, Italy"
KJHGF9876543,LOADED ON 18 PLT(S) FLEXIBLE PVC TUBES S1 HS-CODE39173090.,"Hamburg, Germany"
ZYXC87654321,GRIMBERGEN AMBREE 6.0% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Madrid, Spain"
LKJHG4321098,ON 10 PALLETS CONTAINING RUBBER BELTS E 75/25 SIN IMPRESION NET WEIGHT 5678 KG CIF SEATTLE.,"Amsterdam, Netherlands"
ERTYUIOP1234,45678 KGS 12.3 CUBIC METER 1200 CARTON TEXTILE HS CODES 520511. SHIPPER DECLARES.,"Shanghai, China"
POIUYTRE5678,IN 30 PALLETS OF FURNITURE CONTAINING HEAVY WEIGHT ITEMS. ,"Seoul, South Korea"
ASDFGHJK2345,LOADED ON 25 PLT(S) DRYWALL SCREWS HS-CODE73111100.,"Bangkok, Thailand"
QWERTYUIOP5678,GRANOLA 1 KG IN 24 BAGS CB 4111139 / 278214358. ,"Sydney, Australia"
ZXCVBNM123456,ON 10 PALLETS CONTAINING PVC TUBE ANCHOR 40 MM WHITE ANCHOR NET WEIGHT 2500 KG CIF MEXICO. ,Singapore
HGFEDCBA98765,PACKAGING MATERIALS AND SUPPLIES CONTAINING FLAMMABLE GOODS.,"Kuala Lumpur, Malaysia"
IOPASDFGHJ1234,LOADED ON 18 PLT(S) 500 PCS PER PLT FERRIT STEEL WIRE HS-CODE73021010.,"Tokyo, Japan"
MNOPQ78954321,IN 15 PALLETS OF FOOD AND BEVERAGES CONTAINING NON-DANGEROUS GOODS. ,Hong Kong
LKJIHGFEDC1234,LOADED ON 22 PLT(S) ALUMINIUM FOIL ROLLS HS-CODE76061000.,"Taipei, Taiwan"
BNMKLZXCVB7895,ON 6 PALLETS CONTAINING GLASSWARE AND TABLEWARE 100 PCS EACH CB 4311150 / 278214356.,"Dubai, UAE"
MNOI2345678,14521 KGS 56.378 CUBIC METER 901 CARTON TOOLS & HARDWARE HS CODES 8110. SHIPPER DECLARES.,"Guangzhou, China"
PQRS6543219,IN 30 PALLETS OF ELECTRONICS AND ACCESSORIES CONTAINING RENEWABLE RESOURCES. ,"Shanghai, China"
UVWX9876543,LOADED ON 25 PLT(S) KRAFT 400G HS-CODE38110010. ,"Hong Kong, China"
STUV4321098,GRIMBERGEN PREMIUM 7.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Berlin, Germany"
FGHI6543219,ON 18 PALLETS CONTAINING RAILWAY COMPONENTS HS CODES 8606.10 8606.20 ,"Tokyo, Japan"
KJLH9876543,12598 KG 40.115 CUBIC METER 700 CARTON PLASTIC MATERIAL HS-CODE3915. SHIPPER DECLARES.,"Seoul, South Korea"
IJKL4321098,IN 35 PALLETS OF FURNITURE AND FURNISHINGS CONTAINING BULK CARRIAGE. ,"Istanbul, Turkey"
OPQR9876543,LOADED ON 22 PLT(S) NAIL POLISH REMOVER HS-CODE3307.10.,"Moscow, Russia"
MNOP6543219,GRANDE CLASSICO 8% ABV. WINE EACH 1L BOTTLES CB 2204200 / 111123456.,"Paris, France"
ZYXC4321098,ON 12 PALLETS CONTAINING ROLLING STOCKS HS CODES 8607.10 8607.20 ,"Madrid, Spain"
QWERT1234567,15432 KGS 23.141 CUBIC METER 450 CARTON PENS & PENCILS HS CODES 960820. SHIPPER DECLARES.,"Guangzhou, China"
VWXYZ6543210,LOADED ON 25 PLT(S) SATELLITE ANTENNAS HS-CODE 85172120 / 278214357.,"Seoul, South Korea"
BNMK9876543,"GRP OF 37 CARTONS CONTAINING VARIOUS FOOD ITEMS INCLUDING COOKIES, CANDY & JUICE. ",Hong Kong
FGHJ1234567,ON 12 PALLETS 60 TUBES OF SODIUM CHLORIDE SOLUTION (50% W/W) HS-CODE 3109.10 / 278214357.,"Hamburg, Germany"
HGFJ1234567,87600 KGS 78.141 CUBIC METER 2500 CARTON BOTTLES OF SHAMPOO & SOAP HS CODES 340111. SHIPPER DECLARES.,"Mumbai, India"
JKLZ7654321,LOADED ON 18 PLT(S) ELECTRIC MOTORS HS-CODE32199000 / 278214357.,"Tokyo, Japan"
MNBV9876543,IN 50 PALLETS OF FURNITURE INCLUDING DESKS & CHAIRS.,"Shenzhen, China"
PQQC1234567,ON 15 PALLETS CONTAINING RUBBER TUBES HS-CODE40110000 / 278214357.,Singapore
WXYZ9876543,GRP OF 30 CARTONS CONTAINING TOYS & GAMES FOR CHILDREN.,"Kuala Lumpur, Malaysia"
ZYXC4321098,ON 20 PALLETS CONTAINING ROLLER BAGS HS-CODE 39269000 / 278214357.,"Bangkok, Thailand"
MNOI9876543,15000 KGS 80.123 CUBIC METER 900 CARTON T-SHIRTS & SWEATSHIRTS HS CODES 6214. SHIPPER DECLARES.,"Shenzhen, China"
PQRS7654321,IN 30 PALLETS OF FOOD STUFF AND CONFECTIONERY ITEMS CONTAINING FRUITS AND VEGETABLES. ,Singapore
VWXZ1234567,LOADED ON 12 PLT(S) CARBON STEEL PIPES HS-CODE73021010. ,"Dubai, UAE"
EFHG6543210,EACH CARTONS CONTAINING 50 PCS OF LED LAMP WITH RECHARGEABLE BATTERIES CB 4160455 / 278214356. ,Hong Kong
CDEK1234567,ON 15 PALLETS CONTAINING CARBON STEEL SEAMLESS TUBES OF HS CODE 73011010. ,"Shenzhen, China"
RTUV9876543,EACH 20' GP CONTAINER LOADED WITH 480 PCS OF MACHINERY PARTS CB 84311111 / 278214358. ,Singapore
NIKJ7654321,LOADED ON 10 PLT(S) OF POLYETHYLENE FILM HS-CODE3915.12. ,"Dubai, UAE"
HIJK9876543,EACH CARTONS CONTAINING 50 PCS OF SOLAR PANELS CB 854231000 / 278214355. ,Hong Kong
KILO4321098,"ON 18 PALLETS CONTAINING BBL ALUTHENE 75-II E 133/12 SIN IMPRESION, ANCHO 52 MM BBL ALUTHENE 75-II E 133/5 ANCHO 94 MM SIN IMPRESION NET WEIGHT 7000 KG CIF VERACRUZ. ",Singapore
POUI9876543,IN 25 PALLETS OF MACHINERY PARTS AND ACCESSORIES CONTAINING GEAR BOXES. ,"Dubai, UAE"
PQRT9876543,14568 KGS 35.123 CUBIC METER 980 CARTON KNIVES & SCISSORS HS CODES 821220 SHIPPER DECLARES.,"Guangzhou, China"
MNOP5654321,IN 30 PALLETS OF SPORTING GOODS AND EQUIPMENT CONTAINING HEAVY ITEMS. ,"Tokyo, Japan"
VWXYZ9876545,LOADED ON 18 PLT(S) PHOSPHATE BASED PAINT HS-CODE32149080.,"Seoul, South Korea"
IJKL2345678,FRESH FRUITS ON BOARD CONTAINING MIXED BERRIES. ,"Sydney, Australia"
GHIJ1234569,2500 KGS 2.5 CUBIC METER 120 CARTON TOYS HS CODES 950390 SHIPPER DECLARES.,"Shenzhen, China"
FGHT7654321,IN 50 PALLETS OF ELECTRICAL EQUIPMENT CONTAINING HEAVY ITEMS. ,Hong Kong
CDEF9876547,LOADED ON 12 PLT(S) FLOORINGS AND CARPETS HS-CODE39199000.,Singapore
XCVB3456789,PERISHABLE GOODS CONTAINING FROZEN MEAT PRODUCTS. ,"Melbourne, Australia"
RSTU4321097,18000 KGS 45 CUBIC METER 1500 CARTON FURNITURE HS CODES 940330 SHIPPER DECLARES.,"Shanghai, China"
POIU8765432,ON 15 PALLETS CONTAINING DRY FOOD PRODUCTS AND CONFECTIONERY ITEMS. ,"Taipei, Taiwan"
PQRS9876543,"IN 30 PALLETS OF FURNITURE CONTAINING SOFAS, LOVE SEATS AND CHAIRS. ","Shanghai, China"
MNOP1234567,LOADED ON 15 PLT(S) ELECTRICAL PARTS AND SUPPLIES HS-CODE85432090. ,Hong Kong
IJKL9876543,CONTAINING FRESH PRODUCE - 20 PALLET(S) TOMATOES. ,"Rotterdam, Netherlands"
HGFZ4321098,"IN 40 PALLETS OF SHOES CONTAINING WALKING, RUNNING AND ATHLETIC WEAR HS-CODE63049090. ","Paris, France"
ERTY1234567,ON 12 PLT(S) DRY CHARGEABLE BATTERIES CONTAINING AA & AAA SIZES HS-CODE85062000. ,"Berlin, Germany"
CBAK9876543,LOADED ON 25 PLT(S) BUILDING MATERIALS AND HARDWARE HS-CODE94060110. ,"Madrid, Spain"
FGHJ4321098,IN 18 PALLETS CONTAINING BOOKS - FICTIION & NON FICTION VOLUMES HS-CODE49010000. ,"Milan, Italy"
ZYXW1234567,ON 9 PLT(S) CONTAINING PAPER PRODUCTS AND PACKAGING HS-CODE48111090. ,"Istanbul, Turkey"
VBCD9876543,LOADED ON 18 PLT(S) FURNITURE PARTS AND ACCESSORIES HS-CODE94060090. ,"Prague, Czech Republic"
KLMN4321098,"IN 25 PALLETS CONTAINING TEXTILES - CLOTHES, HATS AND ACCESSORIES HS-CODE62090000. ","Athens, Greece"
EFGH9876543,1457 KGS 25.621 CUBIC METER 345 CARTON SCISSORS & CUTTERS HS CODES 821120. SHIPPER DECLARES.,"Shenzhen, China"
PQRS1234567,IN 50 PALLETS OF TEXTILES CONTAINING DUTIABLE GOODS WITH HAZARD CLASS 9. ,"Mumbai, India"
WVXZ9876543,LOADED ON 18 PLT(S) HIGH-GLOSS BLACK POLYURETHANE HS-CODE32119010.,"Mumbai, India"
CDEFG1234567,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Dubai, UAE"
ZYXC4321098,ON 11 PALLETS CONTAINING CO2 CYLINDERS 50B NET WEIGHT 1234 KG CIF LOS ANGELES.,"Shanghai, China"
MNOPL9876543,IN 30 PALLETS OF PACKAGING MATERIALS FOR DANGEROUS GOODS WITH HAZARD CLASS 1. ,"Istanbul, Turkey"
HKJIU1234567,LOADED ON 25 PLT(S) SILICONE COATING HS-CODE32199010.,"Dubai, UAE"
TUVWX9876543,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357 WITH INSURANCE.,"Shanghai, China"
STUVW9876543,ON 16 PALLETS CONTAINING DANGEROUS GOODS HAZMAT CLASS 8. ,"Mumbai, India"
KLPQR1234567,IN 45 PALLETS OF FURNITURE WITH NON-DUTIABLE GOODS.,"Istanbul, Turkey"
PQRS9876543,18753 KGS 45.219 CUBIC METER 1112 CARTON FOLDING TABLES & CHAIRS HS CODES 940391. SHIPPER DECLARES.,"Guangzhou, China"
VBNM6543210,IN 18 PALLETS OF HOUSEHOLD ELECTRONICS AND APPLIANCES CONTAINING REFRIGERATORS AND FREEZERS. ,"Tokyo, Japan"
KJHG1234567,LOADED ON 30 PLT(S) POLYETHYLENE FILM HS-CODE39239010.,"Seoul, South Korea"
XCVB9876543,2436 CASES OF CHOCOLATE COOKIES EACH 36/24CT PACKAGES CB 4160410 / 278214357.,"Paris, France"
ASDF1234567,ON 11 PALLETS CONTAINING GLASS BOTTLES AND JARS ANCHO 64 MM SIN IMPRESION NET WEIGHT 9012 KG CIF LOS ANGELES.,"Madrid, Spain"
ERST9876543,1438 CARTONS OF MEN'S & WOMEN'S CLOTHING HS CODES 6209. SHIPPER DECLARES.,"Barcelona, Spain"
ZYXC4321098,IN 25 PALLETS OF MECHANICAL AND ENGINEERING EQUIPMENT CONTAINING GENERATORS. ,Hong Kong
VBNM6543210,LOADED ON 10 PLT(S) FLOOR LAMINATE HS-CODE94039100.,"Kuala Lumpur, Malaysia"
PQRS9876543,ON 7 PALLETS CONTAINING BAGS ANCHO 45 MM SIN IMPRESION NET WEIGHT 5431 KG CIF HOUSTON.,"Rio de Janeiro, Brazil"
KJHG1234567,IN 22 PALLETS OF TOYS AND SPORTS EQUIPMENT CONTAINING SOCCER BALLS. ,"Buenos Aires, Argentina"
PQRS9876541,15000 KGS 75.421 CUBIC METER 1235 CARTON FASHION SHOES HS CODES 392630. SHIPPER DECLARES.,"Guangzhou, China"
EFGT3456789,IN 30 PALLETS OF ELECTRONICS AND COMPUTER HARDWARE CONTAINING CLASSIFIED MATERIAL. ,"Tokyo, Japan"
IJHK1234568,LOADED ON 25 PLT(S) NYLON COATED WIRE FOR CONDUIT HS-CODE40012010. ,"Seoul, South Korea"
MNOP9876543,GRAPES EACH 20KG NET WEIGHT 24000 KG CIF MANZANILLO. ,"Barcelona, Spain"
VWXZ1234567,ON 5 PALLETS CONTAINING CABLES AND WIRING FOR LIGHTING AND ELECTRICAL INSTALLATIONS HS-CODE85165010 / 278214358. ,"Paris, France"
ZYXC4321098,"IN 50 CARTONS OF FRESH FRUITS CONTAINING STRAWBERRIES, BLUEBERRIES AND RASPBERRIES NET WEIGHT 18500 KG CIF GUAYMAS. ","Amsterdam, Netherlands"
STUV6543210,LOADED ON 10 PLT(S) HARTNAIL BUCKLES HS-CODE53082090. ,"Berlin, Germany"
RQTS9876542,FRESH PRODUCE CONTAINING APPLES AND PEAR EACH 20KG NET WEIGHT 40000 KG CIF LIMON. ,"Sydney, Australia"
KJHGF4321098,ON 7 PALLETS CONTAINING COFFEE BEANS EACH 60KGS NET WEIGHT 42000 KG CIF TARIJA. ,"Stockholm, Sweden"
